id;excel_id;schema_version;name;kuerzel;typ;rechtsform;ebene;sitz;bundesland;koordinaten;gruendungsjahr;aufgeloest;aufgeloest_jahr;zustaendigkeit;website;rechtsgrundlage;haushalt_mio_eur;haushalt_jahr;beschaeftigte;beschaeftigte_jahr;ministerium_id;ressort;klassifikation;anmerkung;beziehungen;quellen;daten_qualitaet;recherche_datum;recherche_agent_version
jobneu_6067;6067;1.0;Jobcenter Neunkirchen;;KdöR;Dienststelle der BA;Bund;Neunkirchen;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobneureneck_14176;14176;1.0;Jobcenter Neumünster Rendsburg-Eckernförde;;KdöR;Dienststelle der BA;Bund;Münster;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobneuulm_14177;14177;1.0;Jobcenter Neu-Ulm;;KdöR;Dienststelle der BA;Bund;Ulm;Baden-Württemberg;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobnor_14059;14059;1.0;Jobcenter Nordwestmecklenburg;;KdöR;Dienststelle der BA;Bund;Nordwestmecklenburg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobnor_14178;14178;1.0;Jobcenter Nordhausen;;KdöR;Dienststelle der BA;Bund;Nordhausen;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobnor_14179;14179;1.0;Jobcenter Nordsachsen;;KdöR;Dienststelle der BA;Bund;Nordsachsen;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobnürlan_12010;12010;1.0;Jobcenter Nürnberger Land;;KdöR;Dienststelle der BA;Bund;Nürnberg;Bayern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobnürsta_12009;12009;1.0;Jobcenter Nürnberg Stadt;;KdöR;Dienststelle der BA;Bund;Nürnberg;Bayern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobobe_4299;4299;1.0;Jobcenter Oberberg;;KdöR;Dienststelle der BA;Bund;Oberberg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobobe_4316;4316;1.0;Jobcenter Oberhausen;;KdöR;Dienststelle der BA;Bund;Oberhausen;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobobelau_4133;4133;1.0;Jobcenter Oberspreewald-Lausitz;;KdöR;Dienststelle der BA;Bund;Oberspreewald-Lausitz;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobost_12011;12011;1.0;Jobcenter Ostallgäu;;KdöR;Dienststelle der BA;Bund;Ostallgäu;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobost_7202;7202;1.0;Jobcenter Ostholstein;;KdöR;Dienststelle der BA;Bund;Ostholstein;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobpaslan_12012;12012;1.0;Jobcenter Passau Land;;KdöR;Dienststelle der BA;Bund;Passau;Bayern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobpassta_12013;12013;1.0;Jobcenter Passau Stadt;;KdöR;Dienststelle der BA;Bund;Passau;Bayern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobpir_14184;14184;1.0;Jobcenter Pirmasens;;KdöR;Dienststelle der BA;Bund;Pirmasens;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobpri_4126;4126;1.0;Jobcenter Prignitz;;KdöR;Dienststelle der BA;Bund;Prignitz;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobreghan_14186;14186;1.0;Jobcenter Region Hannover;;KdöR;Dienststelle der BA;Bund;Hannover;Niedersachsen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobregsaa_6295;6295;1.0;Jobcenter im Regionalverband Saarbrücken;;KdöR;Dienststelle der BA;Bund;Saarbrücken;Saarland;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobregsta_12019;12019;1.0;Jobcenter Regensburg Stadt;;KdöR;Dienststelle der BA;Bund;Regensburg;Bayern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrem_4320;4320;1.0;Jobcenter Remscheid;;KdöR;Dienststelle der BA;Bund;Remscheid;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobremmur_14187;14187;1.0;Jobcenter Rems-Murr;;KdöR;Dienststelle der BA;Bund;Rems-Murr;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrheber_4278;4278;1.0;Jobcenter Rhein-Berg;;KdöR;Dienststelle der BA;Bund;Rhein-Berg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrheerfkre_4283;4283;1.0;Jobcenter Rhein-Erft Kreis;;KdöR;Dienststelle der BA;Bund;Rhein-Erft Kreis;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrhehun_14188;14188;1.0;Jobcenter Rhein-Hunsrück;;KdöR;Dienststelle der BA;Bund;Rhein-Hunsrück;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrhekreneu_4315;4315;1.0;Jobcenter Rhein-Kreis Neuss;;KdöR;Dienststelle der BA;Bund;Rhein-Kreis Neuss;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrhelahbadems_14189;14189;1.0;Jobcenter Rhein-Lahn/ Bad Ems;;KdöR;Dienststelle der BA;Bund;Rhein-Lahn;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrheneckre_14060;14060;1.0;Jobcenter Rhein-Neckar-Kreis;;KdöR;Dienststelle der BA;Bund;Rhein-Neckar-Kreis;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrhesie_4321;4321;1.0;Jobcenter Rhein-Sieg;;KdöR;Dienststelle der BA;Bund;Rhein-Sieg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrossta_12014;12014;1.0;Jobcenter Rosenheim Stadt;;KdöR;Dienststelle der BA;Bund;Rosenheim;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobrot_12015;12015;1.0;Jobcenter Roth;;KdöR;Dienststelle der BA;Bund;Roth;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsaahol_14190;14190;1.0;Jobcenter Saale-Holzland;;KdöR;Dienststelle der BA;Bund;Saale-Holzland;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsaaorlkre_14191;14191;1.0;Jobcenter Saale-Orla-Kreis;;KdöR;Dienststelle der BA;Bund;Saale-Orla-Kreis;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsaarud_14192;14192;1.0;Jobcenter Saalfeld-Rudolstadt;;KdöR;Dienststelle der BA;Bund;Saalfeld-Rudolstadt;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsal_14193;14193;1.0;Jobcenter Salzgitter;;KdöR;Dienststelle der BA;Bund;Salzgitter;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsch_12016;12016;1.0;Jobcenter Schwabach;;KdöR;Dienststelle der BA;Bund;Schwabach;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsch_14198;14198;1.0;Jobcenter Schwerin;;KdöR;Dienststelle der BA;Bund;Schwerin;Mecklenburg-Vorpommern;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobsta_14202;14202;1.0;Jobcenter Stade;;KdöR;Dienststelle der BA;Bund;Stade;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobstaans_14088;14088;1.0;Jobcenter Stadt Ansbach;;KdöR;Dienststelle der BA;Bund;Stadt Ansbach;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobstaasc_12017;12017;1.0;Jobcenter Stadt Aschaffenburg;;KdöR;Dienststelle der BA;Bund;Stadt Aschaffenburg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
